1.0	-.572509444
1.1	-.616639262
1.2	-.648693522
1.25	-.661257855
1.3	-.671942480
1.4	-.688663170
1.5	-.700478800
1.6	-.708569982
1.7	-.713810224
1.8	-.716855426
1.9	-.718204396
1.952	-.718366655
1.983	-.718313614
2.	-.718240990
2.1	-.717263212
2.2	-.715504617
2.3	-.713149726
2.4	-.710345174
2.5	-.707208225
2.75	-.698486209
3.	-.689271821
3.25	-.680186224
3.5	-.671599108
3.75	-.663725279
4.	-.656679963
4.5	-.645217352
5.	-.637087745
5.5	-.631738726
6.	-.628449923
6.5	-.626542082
7.	-.625490950
7.5	-.624942651
8.	-.624677704
8.5	-.624567049
8.75	-.624545142
9.	-.624537236
9.25	-.624539110
9.5	-.624547664
10.	-.624576387
10.5	-.624611905
11.	-.624648420
12.	-.624715010
14.	-.624811391
16.	-.624870538
20.	-.624932179
25.	-.624964883
D
1	-.505979000
1.1	-.550459571
1.2	-.582874272
1.25	-.595621357
1.3	-.606489810
1.4	-.623580199
1.5	-.635766420
1.6	-.644226891
1.7	-.649833129
1.8	-.653239372
1.9	-.654942792
1.952	-.655286313
1.983	-.655340168
2.	-.655325841
2.1	-.654684981
2.2	-.653252451
2.3	-.651211472
2.4	-.648707481
2.5	-.645856571
2.75	-.637779296
3.	-.629097115
3.25	-.620417842
3.5	-.612100186
3.75	-.604351038
4.	-.597281712
4.5	-.585337996
5.	-.576238577
5.5	-.569620356
6.	-.564985452
6.5	-.561829706
7.	-.559720629
7.5	-.558326361
8.	-.557410878
8.5	-.556812963
8.75	-.556597562
9.	-.556424018
9.5	-.556172076
10.	-.556008802
10.5	-.555901596
11.	-.555829257
12.	-.555741106
14.	-.555655722
16.	-.555612535
20.	-.555573827
25.	-.555560116
