1	 -0.471882
1.1	 -0.516523
1.2	 -0.549102
1.3	 -0.572886
1.4	 -0.590148
1.5	 -0.602509
1.6	 -0.611146
1.7	 -0.616929
1.8	 -0.620513
1.9	 -0.622394
2	 -0.622953
2.1	 -0.622488
2.2	 -0.621229
2.3	 -0.61936
2.4	 -0.617026
2.5	 -0.614343
2.6	 -0.611405
2.7	 -0.608287
2.8	 -0.60505
2.9	 -0.601746
3	 -0.598414
3.1	 -0.595091
3.2	 -0.591806
3.3	 -0.588586
3.4	 -0.585457
3.5	 -0.582447
3.6	 -0.579586
3.7	 -0.576918
3.8	 -0.574494
3.9	 -0.572368
3.95	 -0.571424
3.96	 -0.571245
3.97	 -0.571068
3.98	 -0.570894
3.99	 -0.570722
4	 -0.570553
4.01	 -0.570387
4.02	 -0.570223
4.03	 -0.57006
4.04	 -0.5699
4.05	 -0.569742
4.1	 -0.568971
4.2	 -0.567483
4.3	 -0.565983
4.4	 -0.56444
4.5	 -0.562867
4.6	 -0.561295
4.7	 -0.559752
4.8	 -0.558263
4.9	 -0.556847
5	 -0.555523
5.1	 -0.554306
5.2	 -0.553216
5.3	 -0.552271
5.4	 -0.551495
5.5	 -0.550908
5.52	 -0.550814
5.54	 -0.550728
5.56	 -0.550651
5.58	 -0.550581
5.59	 -0.550549
5.6	 -0.550519
5.61	 -0.550491
5.62	 -0.550465
5.64	 -0.550419
5.66	 -0.55038
5.68	 -0.550349
5.7	 -0.550324
5.8	 -0.550296
5.9	 -0.550397
6	 -0.55059
6.1	 -0.550841
6.2	 -0.551125
6.3	 -0.551424
6.4	 -0.551726
6.5	 -0.552023
6.6	 -0.552309
6.7	 -0.552582
6.8	 -0.55284
6.9	 -0.553082
7	 -0.553307
7.1	 -0.553516
7.2	 -0.553709
7.3	 -0.553888
7.4	 -0.554051
7.5	 -0.554201
7.6	 -0.554339
7.7	 -0.554464
7.8	 -0.554578
7.9	 -0.554682
8	 -0.554776
8.1	 -0.554861
8.2	 -0.554938
8.3	 -0.555007
8.4	 -0.55507
8.5	 -0.555126
8.6	 -0.555176
8.7	 -0.555221
8.8	 -0.555261
8.9	 -0.555297
9	 -0.555329
9.1	 -0.555357
9.2	 -0.555382
9.3	 -0.555405
9.4	 -0.555424
9.5	 -0.555442
9.6	 -0.555457
9.7	 -0.55547
9.8	 -0.555482
9.9	 -0.555492
10	 -0.555501
10.1	 -0.555509
10.2	 -0.555515
10.3	 -0.555521
10.4	 -0.555526
10.5	 -0.555531
10.6	 -0.555534
10.7	 -0.555538
10.8	 -0.55554
10.9	 -0.555543
11	 -0.555544
11.1	 -0.555546
11.2	 -0.555547
11.3	 -0.555549
11.4	 -0.555549
11.5	 -0.55555
11.6	 -0.555551
11.7	 -0.555551
11.8	 -0.555552
