energy(eV) events_nbr
0.005 4.81168838708e-05
0.015 5.7678204767e-05
0.025 6.57058653303e-05
0.035 7.12700555352e-05
0.045 7.37999230594e-05
0.055 7.32065322565e-05
0.065 6.98683106659e-05
0.075 6.44888662223e-05
0.085 5.78874224174e-05
0.095 5.08033787612e-05
0.105 4.37796909824e-05
0.115 3.71468228007e-05
0.125 3.10845398518e-05
0.135 2.57146543496e-05
0.145 2.11810188788e-05
0.155 1.76942784356e-05
0.165 1.55409830583e-05
0.175 1.50665509567e-05
0.185 1.66376593604e-05
0.195 2.05811123608e-05
0.205 2.70957187019e-05
0.215 3.61481157344e-05
0.225 4.73880958882e-05
0.235 6.0138181165e-05
0.245 7.3507025737e-05
0.255 8.66363093826e-05
0.265 9.90243400544e-05
0.275 0.000110805160727
0.285 0.000122838027853
0.295 0.000136507322372
0.305 0.000153246185047
0.315 0.000173939323119
0.325 0.000198465142485
0.335 0.000225639409929
0.345 0.000253692987066
0.355 0.000281186649456
0.365 0.000308028553039
0.375 0.000336134412251
0.385 0.000369350156826
0.395 0.000412553753107
0.405 0.000470270265845
0.415 0.000545485923178
0.425 0.000639426467748
0.435 0.000752747002568
0.445 0.000887917392051
0.455 0.00105185354652
0.465 0.00125748322765
0.475 0.00152338724224
0.485 0.00187211451631
0.495 0.00232993460358
0.505 0.00293277218753
0.515 0.0037435208127
0.525 0.00488349515916
0.535 0.00657476109948
0.545 0.0091812507909
0.555 0.0132277440211
0.565 0.0193717202187
0.575 0.0283090160302
0.585 0.0406130414021
0.595 0.0565360564943
0.605 0.0758292293756
0.615 0.097650823345
0.625 0.120617518814
0.635 0.143014898524
0.645 0.163140097701
0.655 0.179733964576
0.665 0.192495310855
0.675 0.202750797766
0.685 0.214436679126
0.695 0.235557912604
0.705 0.280144587923
0.715 0.37037487714
0.725 0.538007165795
0.735 0.823723367243
0.745 1.27274930088
0.755 1.92559593533
0.765 2.80424785977
0.775 3.89647029891
0.785 5.14330813326
0.795 6.43596522692
0.805 7.62681345262
0.815 8.55499670404
0.825 9.0812541179
0.835 9.1217803693
0.845 8.66980983613
0.855 7.79725411181
0.865 6.63581970997
0.875 5.34439330593
0.885 4.0737666638
0.895 2.93931746904
0.905 2.00783674271
0.915 1.29881479511
0.925 0.795871361969
0.935 0.462168223235
0.945 0.254484425976
0.955 0.132966300443
0.965 0.0659852573924
0.975 0.0311380595966
0.985 0.0139931321509
0.995 0.0059991787035
1.005 0.00245883397347
1.015 0.000965700158179
1.025 0.000364334933287
1.035 0.000132355817301
1.045 4.63942060782e-05
1.055 1.5714312755e-05
1.065 5.1464979574e-06
1.075 1.62923381789e-06
1.085 4.97964848763e-07
1.095 1.46671117873e-07
1.105 4.15356477311e-08
1.115 1.12812685413e-08
1.125 2.93165359298e-09
1.135 7.27335414902e-10
1.145 1.71949245515e-10
1.155 3.86742134183e-11
1.165 8.26495352938e-12
1.175 1.67654067205e-12
1.185 3.22549636069e-13
1.195 5.88194411975e-14
1.205 1.01620910504e-14
1.215 1.66275489904e-15
1.225 2.57596161727e-16
1.235 3.77770934209e-17
1.245 5.2436015718e-18
1.255 6.88800435783e-19
