0.6	 -0.0635503
0.7	 -0.241441
0.8	 -0.363357
0.9	 -0.449185
1	 -0.510716
1.2	 -0.587867
1.4	 -0.628761
1.5	 -0.641017
1.7	 -0.65518
1.8	 -0.658614
1.9	 -0.660332
2	 -0.660717
2.2	 -0.658613
2.4	 -0.653996
2.6	 -0.647931
2.8	 -0.641103
3	 -0.633958
3.2	 -0.626792
3.4	 -0.619799
3.6	 -0.613105
3.8	 -0.606792
4	 -0.600907
4.2	 -0.595477
4.4	 -0.590513
4.6	 -0.586011
4.8	 -0.581961
5	 -0.578347
5.2	 -0.575147
5.4	 -0.572335
5.6	 -0.569883
5.8	 -0.567762
6	 -0.565943
6.2	 -0.564395
6.4	 -0.563088
6.6	 -0.561996
6.8	 -0.561092
7	 -0.560351
7.2	 -0.559753
7.4	 -0.559274
7.5	 -0.559072
7.6	 -0.558892
7.8	 -0.558584
8	 -0.55833
8.2	 -0.558113
8.4	 -0.557921
8.6	 -0.557749
8.8	 -0.557591
9	 -0.557445
9.2	 -0.557309
9.4	 -0.557182
9.6	 -0.557064
9.8	 -0.556953
10	 -0.55685
10.2	 -0.556754
10.4	 -0.556665
10.6	 -0.556582
10.8	 -0.556505
11	 -0.556433
11.2	 -0.556367
11.4	 -0.556306
11.6	 -0.556249
11.8	 -0.556196
12	 -0.556148
12.2	 -0.556103
12.4	 -0.556061
12.6	 -0.556023
12.8	 -0.555987
13	 -0.555955
13.2	 -0.555924
13.4	 -0.555897
13.6	 -0.555871
13.8	 -0.555847
14	 -0.555825
14.2	 -0.555805
14.4	 -0.555786
14.6	 -0.555769
14.8	 -0.555753
15	 -0.555738
15.2	 -0.555725
15.4	 -0.555712
15.6	 -0.555701
15.8	 -0.55569
16	 -0.55568
16.2	 -0.555671
16.4	 -0.555663
16.6	 -0.555655
16.8	 -0.555648
17	 -0.555641
17.2	 -0.555635
17.4	 -0.55563
17.6	 -0.555625
17.8	 -0.55562
18	 -0.555615
18.4	 -0.555608
18.6	 -0.555604
18.8	 -0.555601
19	 -0.555598
19.2	 -0.555595
19.4	 -0.555593
19.6	 -0.55559
19.8	 -0.555588
20	 -0.555586
20.2	 -0.555584
20.4	 -0.555583
20.6	 -0.555581
20.8	 -0.555579
21	 -0.555578
21.2	 -0.555577
21.4	 -0.555576
21.6	 -0.555575
21.8	 -0.555574
22	 -0.555573
22.2	 -0.555572
22.4	 -0.555571
22.6	 -0.55557
22.8	 -0.55557
23	 -0.555569
23.2	 -0.555568
23.4	 -0.555568
23.6	 -0.555567
23.8	 -0.555567
24	 -0.555566
24.2	 -0.555566
24.4	 -0.555565
24.6	 -0.555565
24.8	 -0.555565
25	 -0.555564
25.2	 -0.555564
25.4	 -0.555564
25.6	 -0.555564
25.8	 -0.555563
26	 -0.555563
26.2	 -0.555563
26.4	 -0.555563
26.6	 -0.555562
26.8	 -0.555562
27	 -0.555562
27.2	 -0.555562
27.4	 -0.555562
27.6	 -0.555561
27.8	 -0.555561
28	 -0.555561
28.2	 -0.555561
28.4	 -0.555561
28.6	 -0.555561
28.8	 -0.55556
29	 -0.55556
29.2	 -0.55556
29.4	 -0.55556
29.6	 -0.55556
29.8	 -0.55556
30	 -0.55556
30.2	 -0.55556
30.4	 -0.55556
30.6	 -0.555559
30.8	 -0.555559
31	 -0.555559
31.2	 -0.555559
31.4	 -0.555559
31.6	 -0.555559
31.8	 -0.555559
32	 -0.555559
32.2	 -0.555559
32.4	 -0.555559
32.6	 -0.555559
32.8	 -0.555559
33	 -0.555559
33.2	 -0.555559
33.4	 -0.555558
33.6	 -0.555558
33.8	 -0.555558
34	 -0.555558
34.2	 -0.555558
34.4	 -0.555558
34.6	 -0.555558
34.8	 -0.555558
35	 -0.555558
35.2	 -0.555558
35.4	 -0.555558
35.6	 -0.555558
35.8	 -0.555558
36	 -0.555558
36.2	 -0.555558
36.4	 -0.555558
36.6	 -0.555558
36.8	 -0.555558
37	 -0.555558
37.2	 -0.555558
37.4	 -0.555557
37.6	 -0.555557
37.8	 -0.555557
38	 -0.555557
38.2	 -0.555557
38.4	 -0.555557
38.6	 -0.555557
38.8	 -0.555557
39	 -0.555557
39.2	 -0.555557
39.4	 -0.555557
39.6	 -0.555557
39.8	 -0.555557
40	 -0.555557
40.2	 -0.555557
40.4	 -0.555557
40.6	 -0.555557
40.8	 -0.555557
41	 -0.555557
41.2	 -0.555557
41.4	 -0.555557
41.6	 -0.555557
41.8	 -0.555557
42	 -0.555557
42.2	 -0.555557
42.4	 -0.555557
42.6	 -0.555557
42.8	 -0.555557
43	 -0.555557
43.2	 -0.555557
43.4	 -0.555557
43.6	 -0.555557
43.8	 -0.555557
44	 -0.555557
