0.005	 0
0.015	 0
0.025	 0
0.035	 0
0.045	 0
0.055	 0
0.065	 0
0.075	 0
0.085	 0
0.095	 0
0.105	 0
0.115	 0
0.125	 0
0.135	 0
0.145	 0
0.155	 0
0.165	 0
0.175	 0
0.185	 0
0.195	 0
0.205	 0
0.215	 0
0.225	 0
0.235	 0
0.245	 0
0.255	 0
0.265	 0
0.275	 -290.36
0.285	 132.485
0.295	 -133.797
0.305	 145.403
0.315	 245.11
0.325	 -92.859
0.335	 43.6426
0.345	 -217.704
0.355	 33.3254
0.365	 85.7359
0.375	 -2.8807
0.385	 -210.318
0.395	 76.4246
0.405	 -28.1834
0.415	 -74.55
0.425	 54.9322
0.435	 95.2612
0.445	 -91.5123
0.455	 17.267
0.465	 98.7988
0.475	 -74.7251
0.485	 293.117
0.495	 342.217
0.505	 73.7313
0.515	 -10.741
0.525	 101.016
0.535	 237.328
0.545	 38.3219
0.555	 217.901
0.565	 110.068
0.575	 231.359
0.585	 106.987
0.595	 162.9
0.605	 483.721
0.615	 237.481
0.625	 258.391
0.635	 215.524
0.645	 489.34
0.655	 692.273
0.665	 918.367
0.675	 982.231
0.685	 591.132
0.695	 482.78
0.705	 737.492
0.715	 684.127
0.725	 874.457
0.735	 997.378
0.745	 715.821
0.755	 706.749
0.765	 820.053
0.775	 913.02
0.785	 1104.61
0.795	 904.275
0.805	 1144.69
0.815	 1014.09
0.825	 1450.28
0.835	 1294.85
0.845	 962.075
0.855	 707.444
0.865	 824.038
0.875	 873.998
0.885	 774.993
0.895	 646.764
0.905	 833.77
0.915	 711.193
0.925	 752.986
0.935	 908.671
0.945	 775.846
0.955	 942.184
0.965	 1402.14
0.975	 1466.6
0.985	 1536.4
0.995	 1687.8
1.005	 1520.92
1.015	 1535.75
1.025	 1363.18
1.035	 1339.79
1.045	 1331.15
1.055	 1191.27
1.065	 1125.57
1.075	 1014.92
1.085	 1117.26
1.095	 640.649
1.105	 730.639
1.115	 487.984
1.125	 706.152
1.135	 857.872
1.145	 917.295
1.155	 895.716
1.165	 1062.17
1.175	 949.249
1.185	 1301.44
1.195	 1376.12
1.205	 1278.65
1.215	 1606.41
1.225	 1588.74
1.235	 1388.02
1.245	 1382.85
1.255	 1202.06
1.265	 1308.6
1.275	 1099.61
1.285	 970.49
1.295	 909.302
1.305	 885.576
1.315	 1022.18
1.325	 772.353
1.335	 861.707
1.345	 935.062
1.355	 699.705
1.365	 855.851
1.375	 940.578
1.385	 882.367
1.395	 986.02
1.405	 991.759
1.415	 1069.41
1.425	 982.358
1.435	 915.035
1.445	 789.042
1.455	 755.094
1.465	 643.481
1.475	 792.07
1.485	 804.092
1.495	 691.999
1.505	 916.005
1.515	 726.23
1.525	 945.862
1.535	 819.995
1.545	 849.978
1.555	 1121.04
1.565	 1013.43
1.575	 1011.32
1.585	 1250.26
1.595	 1105.26
1.605	 943.422
1.615	 968.662
1.625	 850.921
1.635	 822.251
1.645	 943.347
1.655	 910.942
1.665	 956.412
1.675	 851.133
1.685	 817.516
1.695	 798.043
1.705	 963.3
1.715	 1010.64
